SizeBucket,Reward,Metric,Mean,Std,Min,Max,CI_95_Low,CI_95_High,Mean_Improvement,Std_Improvement,CI_95_Improvement_Low,CI_95_Improvement_High,Improvement_Type,N_Runs
Medium,NNSI,Assortativity,-0.22261501188674923,,-0.22261501188674923,-0.22261501188674923,,,0.059170007253337514,0.0,,,Absolute,1
Medium,NNSI,AvgClustering,0.0979969428652658,,0.0979969428652658,0.0979969428652658,,,0.01595023341851301,0.0,,,Absolute,1
Medium,GREEDY_DEG,λ₂,0.06566742834274683,,0.06566742834274683,0.06566742834274683,,,30.874592873624664,0.0,,,Percentage,1
Medium,GREEDY_DEG,AvgNodeConn,1.2774169889165343,,1.2774169889165343,1.2774169889165343,,,18.447766944305005,0.0,,,Percentage,1
Medium,GREEDY_DEG,GCC_5%,0.8401363053872205,,0.8401363053872205,0.8401363053872205,,,27.272266867568423,0.0,,,Percentage,1
Medium,GREEDY_DEG,AttackCurveAUC,0.10354517935584318,,0.10354517935584318,0.10354517935584318,,,16.52848701315657,0.0,,,Percentage,1
Medium,GREEDY_DEG,ASPL,3.668112977639471,,3.668112977639471,3.668112977639471,,,-4.362374757068657,0.0,,,Percentage,1
Medium,GREEDY_DEG,Diameter,7.333333333333333,,7.333333333333333,7.333333333333333,,,-11.99999998560001,0.0,,,Percentage,1
Medium,GREEDY_DEG,ArticulationPoints,8.0,,8.0,8.0,,,-35.13513510664718,0.0,,,Percentage,1
Medium,GREEDY_DEG,Bridges,13.5,,13.5,13.5,,,-51.78571426721938,0.0,,,Percentage,1
Medium,GREEDY_DEG,BetCentralization,26.74432153067396,,26.74432153067396,26.74432153067396,,,-2.1418262989521324,0.0,,,Absolute,1
Medium,GREEDY_DEG,NatConnectivity,1.4663809964279675,,1.4663809964279675,1.4663809964279675,,,5.344340456997189,0.0,,,Percentage,1
Medium,GREEDY_DEG,EffResistance,2799.0753157286485,,2799.0753157286485,2799.0753157286485,,,-20.759315796684447,0.0,,,Percentage,1
Medium,GREEDY_DEG,Assortativity,-0.17493457066483153,,-0.17493457066483153,-0.17493457066483153,,,0.10685044847525521,0.0,,,Absolute,1
Medium,GREEDY_DEG,AvgClustering,0.11183248832576391,,0.11183248832576391,0.11183248832576391,,,0.029785778879011127,0.0,,,Absolute,1
Medium,GREEDY_BET,λ₂,0.09883272610352796,,0.09883272610352796,0.09883272610352796,,,96.97272235021308,0.0,,,Percentage,1
Medium,GREEDY_BET,AvgNodeConn,1.1142806901593305,,1.1142806901593305,1.1142806901593305,,,3.3210461383825267,0.0,,,Percentage,1
Medium,GREEDY_BET,GCC_5%,0.6601094828727984,,0.6601094828727984,0.6601094828727984,,,0.0,0.0,,,Percentage,1
Medium,GREEDY_BET,AttackCurveAUC,0.08938549449227594,,0.08938549449227594,0.08938549449227594,,,0.5933512140015245,0.0,,,Percentage,1
Medium,GREEDY_BET,ASPL,3.124089874853125,,3.124089874853125,3.124089874853125,,,-18.546528245006705,0.0,,,Percentage,1
Medium,GREEDY_BET,Diameter,6.166666666666667,,6.166666666666667,6.166666666666667,,,-25.999999968799997,0.0,,,Percentage,1
Medium,GREEDY_BET,ArticulationPoints,11.666666666666666,,11.666666666666666,11.666666666666666,,,-5.405405401022653,0.0,,,Percentage,1
Medium,GREEDY_BET,Bridges,26.5,,26.5,26.5,,,-5.357142855229592,0.0,,,Percentage,1
Medium,GREEDY_BET,BetCentralization,37.29938714284419,,37.29938714284419,37.29938714284419,,,8.413239313218096,0.0,,,Absolute,1
Medium,GREEDY_BET,NatConnectivity,2.0004580678788546,,2.0004580678788546,2.0004580678788546,,,43.71226570873633,0.0,,,Percentage,1
Medium,GREEDY_BET,EffResistance,2806.880166816912,,2806.880166816912,2806.880166816912,,,-20.53836363549696,0.0,,,Percentage,1
